pageTitle,pageContent
TOS112 - Girişimcilik ve İş Tasarımı I - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Girişimcilik Kavramı ve Çeşitleri  

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



2
Girişimcilik Kavramı, Çeşitleri ve Girişimcilikte Etik

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



3
Girişimciliğin Ekonomik, Toplumsal ve Kültürel Temelleri




3
Girişimciliğin Ekonomik, Toplumsal ve Kültürel Temelleri




5
İş Modeli, Girişimciliğin Süreçleri ve İş Fikri

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



5
İş Modeli, Girişimciliğin Süreçleri ve İş Fikri

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



7
Girişimcilikte İş Modeli Tasarımı

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



8
	Girişimcilik İklimi

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



9
Franchising ve İşletme Satın Alma

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



10
İş Planı Örnekleri 

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



11
İş Planı Hazırlama




11
İş Planı Hazırlama




13
İş Kurma

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması



14
Girişimin Sonlanması: Tasfiye, İflas ve Birleşme

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Vaka Çalışması







"
TOS113 - İş Güvenliği - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
İş güvenliğinin tanımı ve tarihçesini öğretmek




2
Kaza oluşumu ve çeşitlerini kavratmak




4
Meslek Hastalıkları ve korunma yollarının kavratılması




4
Meslek Hastalıkları ve korunma yollarının kavratılması




5
Atölyede elektrikli ve elektriksiz aletlerde iş güvenliğinin ve önlem alınma yollarının tanıtılması




8
İş güvenliğinde Koruyucuların (Makina ve Kişisel Koruyucular) tanıtılması ve kullanılmasının gereğinin kavratılması




7
Yarıyıl İçi Sınavı




8
İş güvenliğinde Koruyucuların (Makina ve Kişisel Koruyucular) tanıtılması ve kullanılmasının gereğinin kavratılması




9
İlkyardım kurallarının öğretilerek uygulama örnekleri sunulması




9
İlkyardım kurallarının öğretilerek uygulama örnekleri sunulması




11
Yangın ve Patlamalarda güvenlik önlemlerinin belirtilip kavratılması




12
İş Hukuku ve yönetmeliklerinin kavratılması




12
İş Hukuku ve yönetmeliklerinin kavratılması




14
İş Güvenliği Soruşturmasının nasıl yapıldığının öğretilmesi








"
TOS114 - Araştırma Yöntemleri - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Bilgi, Bilim ve Bilimsel Yöntem




1
Bilgi, Bilim ve Bilimsel Yöntem




3
Araştırma Konusunun Belirlenmesi ve Karar Verme




4
Literatür Taraması ve Araştırma Önerisi




4
Literatür Taraması ve Araştırma Önerisi




6
Metodoloji




7
Araştırma Metotları ve Veri Toplama




8
Verilerin Analizi, Değerlendirme ve Sonuç




10
Bilimsel Araştırmaların Yazım Kuralları




10
Bilimsel Araştırmaların Yazım Kuralları




11
Bilimsel Yayınlar ve Yayına Gönderme




12
Araştırmacı ve Etik Kurallar




14
Temel İstatistiki Metotlar




14
Temel İstatistiki Metotlar








"
TOS115 - Sosyal Medya Pazarlaması - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS116 - Beden Eğitimi ve Spor - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Beden eğitimi ve sporla ilgili kavramlar




2
Spor türleri

Sözlü



3
Spor tesisleri tanıtımı ve kullanılan araç gereçler

Sözlü



4
Yaşam Boyu Spor

Sözlü



14
Olimpiyatlar




4
Spor ve Beslenme




12
Futbol




8
Vize, Rekreasyon

Sözlü



10
Basketbol




10
Voleybol

Sözlü



11
Tenis, Masa Tenisi

Sözlü



12
Badminton,Yüzme

Sözlü



13
Doping




6
İlk yardım








"
TOS117 - Gönüllülük Çalışmaları - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Sosyal sorumluluk kavramı ve gelişimi

Ders
Gösterim
Benzetim



2
Sosyal sorumluluğun önemi

Ders
Gösterim



3
Sosyal sorumluluk alanları

Ders
Gösterim
Benzetim



4
Sosyal sorumluluk  planlama süreci

Ders
Gösterim
Benzetim



5
Sosyal sorumluluk  grupları ve fikirleri oluşturulması

Ders
Tartışmalı Ders
Beyin Fırtınası
Gösterim
Benzetim



6
Proje oluşturma ve yönetim süreci 

Ders
Tartışmalı Ders
Beyin Fırtınası



7
Projelerin dağılımı ve projeler hakkında grup tartışması ve beyin fırtınası

Ders
Tartışmalı Ders
Beyin Fırtınası



8
Ara sınav, konu tekrarı

Ders
Gösterim
Benzetim



11
Projelerin yürütülmesi ile ilgili bilgilendirme ve yönlendirme

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Beyin Fırtınası
Saha / Arazi Çalışması



11
Projelerin yürütülmesi ile ilgili bilgilendirme ve yönlendirme

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Beyin Fırtınası
Saha / Arazi Çalışması



11
Projelerin yürütülmesi ile ilgili bilgilendirme ve yönlendirme

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Beyin Fırtınası
Saha / Arazi Çalışması



11
Projelerin yürütülmesi ile ilgili bilgilendirme ve yönlendirme

Ders
Sınıf Dışı Çalışma
Tartışmalı Ders
Beyin Fırtınası
Saha / Arazi Çalışması



13
Öğrencilerin proje sunumları

Ders
Tartışmalı Ders
Beyin Fırtınası
Öğrenci Topluluğu Faaliyetleri / Projeleri



13
Öğrencilerin proje sunumları

Ders
Tartışmalı Ders
Beyin Fırtınası
Öğrenci Topluluğu Faaliyetleri / Projeleri







"
TOS118 - İlk Yardım - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Giriş, tanışma, genel ilkyardım bilgileri




2
Hasta, yaralının ve olay yerinin değerlendirilmesi




3
Temel yaşam desteği




4
Temel yaşam desteği uygulaması




5
Kanamalarda ilkyardım




6
Yaralanmalarda ilkyardım




7
Ara sınav




7
Yanık ve donmalarda ilkyardım




8
Ara sınav, Sıcak çarpmalarında ilkyardım




8
Yanık, donma ve sıcak çarpmalarında ilkyardım




9
Kırık, çıkık ve burkulmalarda ilkyardım




10
Bilinç bozukluklarında ilkyardım




11
Zehirlenmelerde ve hayvan ısırmalarında ilkyardım




11
Zehirlenmelerde ilkyardım




12
boğulmalarda ilkyardım




13
Göze, kulağa ve buruna yabancı cisim kaçmasında ilkyardım




14
Hasta/yaralı taşıma teknikleri








"
TOS119 - Herkes İçin Spor - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Herkes İçin Sporun Amacı




2
Dünyada ve Ülkemizde herkes için spor




3
Herkes İçin Spor Federasyonu faaliyetleri




4
Sağlıklı yaşam ve egzersiz




5
Yaşam boyu spora başlama -1




6
Yaşam boyu spora başlama -2




7
Yaşam boyu spora başlama -3




8
Şişmanlık ve kilo kontrolü




9
Çocuk ve gençlerde spor




10
Yaşlılık ve egzersiz




11
Fitness program rehberi




12
Engelliler ve spor




13
Beslenme








"
TOS121 - Çevre ve Enerji - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Çevre eğitiminin doğuşu ve gelişimine kaynaklık eden hareketler ve çalışmalar




2
Çevre öğeleri ve sistemler




3
Ekosistemde madde döngüleri




4
Türkiye ve Dünyadaki su ve toprak varlığı




5
Biyoçeşitlilik ve Türkiye'deki durum




6
Çevre mevzuatı, çevre kirliliği türleri




8
Enerji, enerji türleri, enerji ve çevre ilişkisi




8
Enerji, enerji türleri, enerji ve çevre ilişkisi




9
Dünyada enerji kaynakları, ısı ve sıcaklık, termodinamiğin kanunları, enerji dönüşümleri




10
Hidrolik, termik, jeotermal, rüzgar ve güneş enerjisinin elektriğe dönüşüm yöntemleri




11
Isı enerjisine dönüşüm: elektriğin ve yakıtların ısıya dönüşmesi 




12
Türkiye ve Dünya'daki enerji üretimi ve tüketimi, gelecek projeksiyonu ve politikalar




13
Fosil yakıtlar ve fosil yakıt kaynaklı çevre sorunları




14
Öğrenci sunumları








"
TOS122 - Futbol I - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS123 - Futbol II - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Oyun Alanının Bölümlendirilmesi ve Risk Analizi




2
Oyun Sistemleri (3:5:2)




3
Oyun Sistemleri (4:4:2)




4
Oyun Sistemleri (4:5:1)




5
Alan Açma




6
Alan Daraltma




7
vize




8
Kanat Organizasyonları, Hücumda Çoğalma




9
Kontra atak ve huzlı hücum




10
Savunma Prensipleri (Adam Adama)




11
Savunma Prensipleri (Alan)




12
Maç Analizi




13
Beslenme




14
Psikoloji








"
TOS124 - Denizcilik Bilgisi - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Giriş ve genel bilgiler




2
Tekne kısımları ve donanımlar




3
Halatlar ve bağlar




4
 Manevra, yanaşma ve ayrılma




5
Seyir araçları ve yardımcıları




6
Seyir ve denizde çatışmayı önleme

Tartışmalı Ders
Gösterim



7
Demirleme




8
Arasınav, demirleme




9
Denizde canlı kalma ve tekneyi terk




10
Yedekleme ve yedeklenme

Ders
Gösterim



11
Meteoroloji

Ders
Gösterim



12
Deniz kirliliği

Ders
Gösterim



13
 Makine bilgisi

Ders
Gösterim



14
Elektrik bilgisi








"
TOS125 - Satranç Teorisi - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Satranç Tanıtımı tarihi ve önemi




2
Zihinsel Antrenman Nedir? Zihinsel Antrenmanın faydaları




3
Satranç Materyalleri , Taşların Dizilimi ve Kare Adları




4
Tüm taşların hareketleri ve özellikleri




5
Özel hamleler




6
Satrancın Dili:Notasyon




7
Taş isteme ve tehdit kavramları

Ders



8
Şah çekme durumunun incelenmesi

Ders



9
Mat, Pat ve Oyunun Sonuçlanması




10
Taktik ve Stratejik Öğeler




11
Temel Oyun Sonları




12
Temel Oyun Ortası Bilgileri




13
Temel Açılış Bilgileri




14
Örnek Analizler








"
TOS129 - Mühendislikte Kariyer Planlama ve Geliştirme - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Dersin amacı, hedefleri, içeriği, kaynaklar ve kariyer kavramı.




2
Türkiye ve Dünyada Mühendislik




3
Kariyer planlama ve aşamaları, bireysel kariyer gelişimi, kariyer stratejisinin oluşturulması.




4
Çağdaş genç profili, kariyer planlama modeli, mühendislikte kariyer seçenekleri.




5
Özgeçmiş hazırlama, özgeçmiş çeşitleri, EU CV formatı ve örnekler, dikkat edilecek noktalar. 




6
Kapak yazıları, tanıtım mektupları, iş görüşmesi, amaçları, yöntem ve türleri, görüşmeye hazırlık




7
Görüşme aşamaları, karşılaşabilecek durumlar, soru tipleri,ücret pazarlığı, vücut dili-bedensel işaretler, sıkça yapılan hatalar. 




8
Vücut dili ile ilgili slayt gösterisi. 




9
Davetli Konuk Söyleşisi 




10
Davetli Konuk Söyleşisi




10
Davetli Konuk Söyleşisi




10
Davetli Konuk Söyleşisi




10
Davetli Konuk Söyleşisi




10
Davetli Konuk Söyleşisi








"
TOS140 - Endüstri 4.0 - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS190 - Akademik Türkçe - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Türkçenin temel kuralları: Metinler ile yazım hataları ve noktalama çalışmaları	

Ders
Tartışmalı Ders
Problem Çözme



1
Türkçenin temel kuralları: Metinler ile yazım hataları ve noktalama çalışmaları	

Ders
Tartışmalı Ders
Problem Çözme



3
Türkçe metinler ile okuma ve anlama çalışması: Not alma, özet çıkarma, örneklendirme	

Ders
Tartışmalı Ders
Problem Çözme
Vaka Çalışması



3
Türkçe metinler ile okuma ve anlama çalışması: Not alma, özet çıkarma, örneklendirme	

Ders
Tartışmalı Ders
Problem Çözme
Vaka Çalışması



3
Türkçe metinler ile okuma ve anlama çalışması: Not alma, özet çıkarma, örneklendirme	

Ders
Tartışmalı Ders
Problem Çözme
Vaka Çalışması



6
Türkçe metin oluşturma: Belli bir görüşe karşıt veya yandaş olarak bilimsel gerekçeler ve karşı gerekçelerle ilgili yazı yazma	

Ders
Tartışmalı Ders
Problem Çözme
Vaka Çalışması



6
Türkçe metin oluşturma: Belli bir görüşe karşıt veya yandaş olarak bilimsel gerekçeler ve karşı gerekçelerle ilgili yazı yazma	

Ders
Tartışmalı Ders
Problem Çözme
Vaka Çalışması



8
Ara Sınav

Ders
Tartışmalı Ders
Problem Çözme
Vaka Çalışması



9
Türkçe metinler ile okuma, anlama ve yazma çalışmaları: Özetleme, gerekçelendirme, açıklama yapma	

Ders
Tartışmalı Ders
Problem Çözme
Vaka Çalışması



9
Türkçe metinler ile okuma, anlama ve yazma çalışmaları: Özetleme, gerekçelendirme, açıklama yapma	

Ders
Tartışmalı Ders
Problem Çözme
Vaka Çalışması



11
Türkçe metinler ile okuma, anlama ve yazma çalışmaları: Doğrudan ve dolaylı anlatım yapma, çözümleme çıkarım yapma	

Ders
Tartışmalı Ders
Problem Çözme
Vaka Çalışması



12
Akademik metin hazırlama: Sunum ve seminer	

Tartışmalı Ders
Vaka Çalışması
Gösterim
Seminer



13
Akademik metin hazırlama: Rapor oluşturma	

Tartışmalı Ders
Vaka Çalışması
Gösterim
Seminer



14
Akademik metin hazırlama: Proje oluşturma	

Tartışmalı Ders
Vaka Çalışması
Gösterim
Seminer







"
TOS201 - Pazarlama - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Pazarlamaya Giriş 




2
Pazar ve Pazarlama Çevresi




3
Tüketici Davranışları 




4
Pazarlama Bilgi Sistemi ve Pazarlama Araştırması 




5
Pazar Bölümlendirme, Hedef Pazar Seçimi ve Konumlandırma




6
Pazarlama Karması Elemanları 1- Ürün Yönetimi




7
Pazarlama Karması Elemanları 2- Fiyat ve Fiyatlandırma 




8
Ara Sınav 




9
Pazarlama Karması Elemanları 3- Tutundurma Çabaları




10
Pazarlama Karması Elemanları 4- Dağıtım Kanalları 




11
Güncel Pazarlama Konuları-1 




12
Güncel Pazarlama Konuları-2




13
Güncel Pazarlama Konuları-3




14
Güncel Pazarlama Konuları-4








"
TOS203 - Davranış Bilimleri - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Davranış Bilimleri ve Diğer Sosyal Bilimler




2
Kültür ve Kültürel Değişme




3
İletişim




4
Toplum ve Toplumsal Gruplar




5
Toplumsal Tabakalaşma ve Değişme




6
Güdüler ve Duygular




7
Duyum ve Algılama




8
Ara Sınav




9
Tutumlar




10
Liderlik




11
Saldırganlık ve Çatışma




12
Zaman Yönetimi




13
Stres Yönetimi




14
Yaşam Yönetimi








"
TOS205 - Halkla İlişkiler - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Halkla ilişkilerin tanımı, önemi ve tarihsel gelişimi




2
Sosyal sorumluluk anlayışı içerisinde halkla ilişkilerin yeri, Halkla ilişkilere yakın kavramlar




3
T.K.Y. ve Örgüt kültürü ile halkla ilişkiler arasındaki ilişkinin incelenmesi. Bu konulara ilişkin etkin iletişim tekniklerinin belirlenmesi




4
Halka ilişkilerde izlenen amaçlar, temel ilkeler




5
Halkla ilişkiler biriminin genel organizasyon içindeki yeri ve örgütlenmesi




6
İşyerinde ve çalışanlarda halkla ilişkiler açısından bulunması gereken özellikler




7
Vize




8
Halkla ilişkiler yönetimi




9
İşletmede halka ilişkiler politikasında hedef kitle (işletme içi ve işletme dışı hedef kitle), basınla ilişkiler




10
Halka ilişkilerde kullanılan iletişim araçları (yazılı ve sözlü, görsel ve işitsel araçlar




11
Halkla ilişkilerde etkin sunuş tekniği (sunuş planı, görsel işitsel malzeme kullanımı)




12
Etkin konuşma, etkin dinleme ve soru sorma tekniğinin halka ilişkilerde prezentasyonlarındaki etkisi




13
Türkiye’de halka ilişkiler uygulamaları




14
Hizmet işletmelerinde ve endüstri işletmelerinde halkla ilişkiler








"
TOS207 - İş Hukuku - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
İş Hukuku Kavramı, İş Hukukunu doğuşu, Temel Nitelikleri ve Kaynakları. İş Hukukunun Temel Kavramlar.




2
İş hukukunun Uygulama Alanı ve Hizmet Sözleşmesi.




3
Hizmet Sözleşmesinin Yapılması; Sözleşme yapma ehliyeti, Serbestisi ve sınırları, Hizmet Sözleşmesinin Geçersizliği ( Butlanı ve iptali)




4
Hizmet Sözleşmesinden Doğan Borçlar; İşçinin Borçları, İşverenin borçlar. 




5
Hizmet Sözleşmesinin Sona Ermesi ve sona ermesinin Hukuki sonuçları. 




6
Çalışma ve dinlenme Süreleri.




7
Ara sınav




8
Ara sınav ve ara sınav sorularının cevaplandırılması.




9
Toplu İş Hukuku; Sendikalar, Sendikanın tanımı Unsurları, sendika Hürriyeti. 




10
Sendika ve Konfederasyonların Kuruluşu ve işleyişi..




11
Sendika, Konfederasyon ve uluslar arası işçi ve işveren kuruluşlarına üyelik. 




12
Sendikalar hukukuna İlişkin güvenceler. Sendika ve konfederasyonların faaliyetleri gelir ve giderleri.




13
Toplu İş Sözleşmesi; Yapılması,Hükümleri ve Uygulanması. 




14
Toplu İş sözleşmesinin Sona ermesi ve sona ermenin hukuki sonuçları. Toplu iş uyuşmazlıkları ve Çözüm yolları. Grev ve Lokavt.








"
TOS209 - Kamu Personel Yönetimi - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Dersle İlgili Genel Açıklamalar ve Ders Planı   

Ders



2
İnsan Kaynakları Yönetimi ve Örgütlenmesi

Ders



3
İş Analizi

Ders



4
İnsan Kaynakları Planlaması

Ders



5
Personel Bulma ve Seçme ve Oryantasyon

Ders



6
Personel Eğitimi

Ders



7
Ara Sınav

Ders



8
Kariyer Yönetimi

Ders



9
Performans Değerlemesi

Ders



10
Ücret Yönetimi

Ders



11
İş Değerlemesi ve Disiplin 

Ders



12
İş Sağlığı ve Güvenliği

Ders



13
Çalışma İlişkileri

Ders



14
İnsan Kaynakları Bilgi Sistemi

Ders







"
TOS211 - Mühendislik Etiği - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Etik kavramı nedir? Etik Sözcüğünün Kökeni ve Anlamı




2
Etik Sözcüğünün Kökeni ve Anlamı II




1
Etik kavramı nedir? Etik Sözcüğünün Kökeni ve Anlamı




3
Etik kuramları I




4
Etik kuramları II




5
Etik ve Değerler Kavramları I




5
Etik ve Değerler Kavramları




6
Etik ve Değerler Kavramları II




5
Etik ve Değerler Kavramları




7
Modern Etik Teorileri




8
Etik ve Küreselleşme İlişkisi




9
Etik konumlandırmada Problemler, “Etik Problem” Nedir?




10
Etik ve İletişim




11
Çalışma Yaşamında Etik , Meslek Hayatında Etik İlkeler




12
Çalışma Yaşamında Etik , Meslek Hayatında Etik İlkeler ve Etik ve küreselleşme ilişkisi




13
Birey-Toplum-Etik İlişkisi, İş Etiğinde Uygun Davranışların Sonuçları




13
İş Etiğinde Uygun Davranışların Sonuçları




14
Birey-Toplum-Etik İlişkisi, İş Etiğinde Uygun Davranışların Sonuçları II








"
TOS212 - Mühendislik Ekonomisi - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Mühendislik Ekonomisine Giriş	




2
Maliyet ve Ekonomi




3
Maliyet Tahminleme Teknikleri




4
Paranın Zaman Değeri




4
Paranın Zaman Değeri




6
Tekli Proje Değerlendirme




7
Alternatif Karşılaştırma ve Seçme




8
Amortisman ve Gelir Vergileri




9
Fiyat Değişiklikleri ve Döviz Oranları




9
Fiyat Değişiklikleri ve Döviz Oranları




11
İkame/ Değişim Analizi




12
Kar zarar analizi ile proje değerlendirme




13
Başabaş Noktası ve Duyarlılık Analizi




14
Olasılıklı Risk Analizi








"
TOS213 - Seramik Teknolojisi ve Uygulama - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Seramiğin tanımı, kısa tarihçe, temel kavramlar,

Ders



2
Laboratuvar, sır odası, fırın odası ve burada yer alan cihazların kullanımı ve dikkat edilmesi gereken hususlar hakkında ilgili mekanlarda gerçekleştirilen uygulamalı bilgilendirme.,

Ders



3
Seramik çamurlarının/ürünlerinin sınıflandırılması, 

Ders



3
Seramik çamurlarının/ürünlerinin sınıflandırılması, 

Ders



5
Çamur hammaddeleri ve özellikler,  

Ders



6
Şekillendirme yöntemleri, kurutma, kurutma yöntemleri ve dikkat edilmesi gereken hususlar,

Ders



6
Şekillendirme yöntemleri, kurutma, kurutma yöntemleri ve dikkat edilmesi gereken hususlar,

Ders



8
Şekillendirme yöntemleri, kurutma, kurutma yöntemleri ve dikkat edilmesi gereken hususlar, ARA SINAV

Ders



6
Şekillendirme yöntemleri, kurutma, kurutma yöntemleri ve dikkat edilmesi gereken hususlar,

Ders



8
Şekillendirme yöntemleri, kurutma, kurutma yöntemleri ve dikkat edilmesi gereken hususlar. 

Ders



8
Şekillendirme yöntemleri, kurutma, kurutma yöntemleri ve dikkat edilmesi gereken hususlar. 

Ders



13
Seramikte pişirim. Pişirim yardımcı malzemeleri ve olması gereken özellikler

Problem Çözme



13
Seramikte pişirim. Pişirim yardımcı malzemeleri ve olması gereken özellikler

Problem Çözme



14
Farklı pişirim tekniklerine ait görsel sunum ve bu teknikler kullanılarak pişirilmiş seramik ürünlerin örneklerle neden-sonuç ilişkisi içinde ele alınması. Uygulama , Final Sınavı

Ders
Tartışmalı Ders







"
TOS215 - e-Devlet - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS216 - Yönetim Bilişim Sistemleri - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS217 - Toplam Kalite Yönetimi - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Kalite kavramı ve genel tanımlar, kalitenin tarihsel gelişimi, kalite guruları  

Ders
Tartışmalı Ders



2
Toplam Kalite Yönetimi ve İlkeleri (Proses Yaklaşımı, Sürekli iyileştirme (Kaizen)

Ders
Beyin Fırtınası



3
Toplam Kalite Yönetimi İlkeleri (Liderlik, Toplam Katılım) 

Ders
Tartışmalı Ders



4
Toplam Kalite Yönetimi ve İlkeleri (Tedarikçiler ve İşbirliği, Müşteri Odaklılık)

Ders
Tartışmalı Ders



5
Organizasyonlarda kalite kültürü ve faaliyetlerdeki kalite sorumlulukları  




6
TKY Uygulama Adımları, Kalite(sizlik) Maliyeti 




7
Takım Çalışması  




8

Ara sınav

Problem Çözme



9
Proses yönetimi

Ders
Tartışmalı Ders



10
Klasik yönetim ve TKY'nin karşılaştırılması

Ders
Tartışmalı Ders



12
TKY uygulanmasındaki Sorunlar  




9
Problem Çözme yaklaşımları, Balık Kılçığı, Beyin Fırtınası, Pareto Diyagramı yaklaşımları-1




10
Problem Çözme yaklaşımları, Balık Kılçığı, Beyin Fırtınası, Pareto Diyagramı yaklaşımları-2




13
Uygulama

Ders
Gösterim
Benzetim







"
TOS218 - Girişimcilik ve İş Tasarımı II - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Dersin tanıtımı ve çağdaş kurumlarda projeler

Ders



2
Proje yönetim süreci

Ders



3
Farklı proje tipleri

Ders



4
Projelerin sınıflandırılması

Ders



5
Proje yönetim türleri

Ders



6
Proje yönetimi bilgi alanları

Ders



7
Ara Sınav

Ders



8
Projelerin başlatılması

Ders



8
Projelerin başlatılması

Ders



10
Projede zaman yönetimi

Ders



11
Projede maliyet yönetimi

Ders



12
Bütçeleme yaklaşımları

Ders



13
Proje çizelgeleme

Ders



14
Proje kontrolü

Ders







"
TOS221 - Yazışma ve Rapor Hazırlama - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Yazışma ve Raporlama dersine giriş, yazışmaların özellikleri ve yapılandırılması




2
Dil bilgisi ve imla kuralları, yazışma türleri, resmi yazışmalar: kamusal yazılar, dilekçe, tutanak




3
Özgeçmiş yazımı, iş mektubu, internet ortamında yazışma: e-mail




4
Rapor nedir, bir belgenin (raporun) bölümleri ve temel elementleri-1




5
Bir belgenin (raporun) bölümleri ve temel elementleri-2




6
Özet, yönetici özeti. Literatür taraması




8
Proje önerisi, bilimsel makale, gelişme raporu




8
Ara sınav - Rapor hazırlama




9
Mühendislik dizayn ve danışma/yönetici/öneri raporları




10
Tez yazımı, poster hazırlama




11
Bilimsel ve teknik yazılardaki genel kurallar ve tavsiyeler




12
Atıf ve kaynak kullanımı




13
Revize etme ve düzeltmeler




13
Yazışmalarda etik








"
TOS222 - Elektronik Ticaret - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu








"
TOS224 - Ekoloji - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Giriş




2
Ekoloji nedir?

Tartışmalı Ders



3
Ekoloji tipleri




4
Temel ekolojik kavramlar




5
Birey, organizma, populasyon, komünite, ekosistem, biyosfer, habitat, ekolojik niş 




6
Ekolojik faktörler




7
Ekosistem çeşitleri




8
Ara sınav (Biyocoğrafya, Göç)




9
Biyocoğrafya, Göç




10
Davranış nedir? Davranış türleri

Tartışmalı Ders



11
Biyolojik saat. 




12
Karbon ayak izi. 

Tartışmalı Ders



13
Atmosfer




14
Yaşam döngüleri








"
TOS226 - Sürdürülebilirlik ve Mühendislik - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




1
Sürdürülebilir Kalkınma

Ders



11
Ekonomik Surdurulebilirlik




3
Kuresel Iklim Degisilkligi, 

Ders



4
Karbon Ayak izi, Su Ayak izi

Ders



5
Sosyal Sürdürülebilirlik

Ders



6
Yaşam Döngüsü Yaklasımı

Ders



7
Yaşam Döngüsü Analizi

Ders



8
Sürdürülebilir Gıda

Ders



9
Sürdürülebilir Enerji

Ders



9
Yaşam Döngüsü Analizi Uygulaması - Grup Çalışması 




3
Surdurulebilir Uretim ve Muhendislik




12
Yeşil Binalar

Ders



13
Sürdürülebilir Otomotiv Sektörü

Ders



14
Etil

Küçük Grup Tartışması







"
BM207 - Ölçme ve Donanım Laboratuarı - Eğitim Bilgi Sistemi,"






Hafta
Konu
Öğretim Metodu




2
Laboratuvar Cihazları Tanıtımı




3
Deney No 1: Direnç, Voltaj ve Akım Ölçümleri

Laboratuar



5
Deney No 2: Ohm Kanunu ve Kirchoff Kanunları 

Laboratuar



6
Deney No 3: Düğüm Gerilimleri Deneyi

Laboratuar



8
Deney No 4: Thevenin ve Norton Deneyi

Laboratuar



9
Deney No 5: Toplamsallık  İlkesi Deneyi

Laboratuar



11
Deney No 6: Osiloskop Kullanarak  Ölçüm Deneyi

Laboratuar



12
Deney No 7: Birleşimsel Mantık Devresi Deneyi1 

Laboratuar



13
Deney No 8: Birleşimsel Mantık Devresi Deneyi12

Laboratuar



14
Deney No 8: Ardışıl Mantık Devresi Deneyi

Laboratuar



15
Telafi Deneyi

Laboratuar







"
